,Guarantee,Signaler1,Signaler2,Upm,Us1,Us2,omega
876,0.889915251579,-0.05,0.05,-0,-0.0025,-0.0025,0.889915251579
877,0.889915251579,-0.05,0.15,-0,-0.0025,-0.0225,0.889915251579
878,0.889915251579,-0.15,0.05,-0,-0.0225,-0.0025,0.889915251579
879,0.889915251579,-0.15,0.15,-0,-0.0225,-0.0225,0.889915251579
880,0.188278895468,-0.05,0.05,-0,-0.0025,-0.0025,0.188278895468
881,0.188278895468,-0.05,0.15,-0,-0.0025,-0.0225,0.188278895468
882,0.450306222177,-0.15,0.05,-0.0686583199421,-0.169766517955,-0.0449555872713,0.188278895468
883,0.45147913837,-0.15,0.15,-0.0692743678639,-0.170734440735,-0.0128142949932,0.188278895468
884,0.689380420816,-0.05,0.05,-0,-0.0025,-0.0025,0.689380420816
885,0.450097127765,-0.05,0.15,-0.0572564943334,-0.0358281650283,-0.151541482249,0.689380420816
886,0.689380420816,-0.15,0.05,-0,-0.0225,-0.0025,0.689380420816
887,0.449798064262,-0.15,0.15,-0.0573997055722,-0.00802499860585,-0.151774412539,0.689380420816
888,0.842863243271,-0.05,0.05,-0,-0.0025,-0.0025,0.842863243271
889,0.842863243271,-0.05,0.15,-0,-0.0025,-0.0225,0.842863243271
890,0.842863243271,-0.15,0.05,-0,-0.0225,-0.0025,0.842863243271
891,0.842863243271,-0.15,0.15,-0,-0.0225,-0.0225,0.842863243271
892,0.849768490674,-0.05,0.05,-0,-0.0025,-0.0025,0.849768490674
893,0.849768490674,-0.05,0.15,-0,-0.0025,-0.0225,0.849768490674
894,0.849768490674,-0.15,0.05,-0,-0.0225,-0.0025,0.849768490674
895,0.849768490674,-0.15,0.15,-0,-0.0225,-0.0225,0.849768490674
896,0.162027323861,-0.05,0.05,-0,-0.0025,-0.0025,0.162027323861
897,0.162027323861,-0.05,0.15,-0,-0.0025,-0.0225,0.162027323861
898,0.450711098086,-0.15,0.05,-0.0833383215006,-0.192443453768,-0.0569699440781,0.162027323861
899,0.450688706153,-0.15,0.15,-0.083325393627,-0.192423808315,-0.0192269789392,0.162027323861
900,0.727949161193,-0.05,0.05,-0,-0.0025,-0.0025,0.727949161193
901,0.451394984179,-0.05,0.15,-0.0764822128238,-0.0513267951225,-0.181948465928,0.727949161193
902,0.727949161193,-0.15,0.05,-0,-0.0225,-0.0025,0.727949161193
903,0.450253603388,-0.15,0.15,-0.0771148228246,-0.0163061554831,-0.182923490166,0.727949161193
904,0.739163917415,-0.05,0.05,-0,-0.0025,-0.0025,0.739163917415
905,0.450991846755,-0.05,0.15,-0.0830431423083,-0.0567259352423,-0.191994763506,0.739163917415
906,0.739163917415,-0.15,0.05,-0,-0.0225,-0.0025,0.739163917415
907,0.450708762293,-0.15,0.15,-0.0832063765163,-0.0191698299798,-0.192242923053,0.739163917415
908,0.449423292187,-0.05,0.05,-0.00575068963021,-0.000667359471098,-0.0158340197893,0.525256593779
909,0.450977421476,-0.05,0.15,-0.00551739543796,-0.000589478207699,-0.0503011471287,0.525256593779
910,0.448716390475,-0.15,0.05,-0.00585840272177,-0.00539634173067,-0.0160124230521,0.525256593779
911,0.449706201729,-0.15,0.15,-0.00570786173887,-0.00554274412395,-0.0508729793538,0.525256593779
912,0.829232482059,-0.05,0.05,-0,-0.0025,-0.0025,0.829232482059
913,0.829232482059,-0.05,0.15,-0,-0.0025,-0.0225,0.829232482059
914,0.829232482059,-0.15,0.05,-0,-0.0225,-0.0025,0.829232482059
915,0.829232482059,-0.15,0.15,-0,-0.0225,-0.0225,0.829232482059
916,0.231895964957,-0.05,0.05,-0,-0.0025,-0.0025,0.231895964957
917,0.231895964957,-0.05,0.15,-0,-0.0025,-0.0225,0.231895964957
918,0.449864189269,-0.15,0.05,-0.04751014681,-0.135400614104,-0.0282133243787,0.231895964957
919,0.44906107085,-0.15,0.15,-0.0471606832176,-0.134810214986,-0.00451115144964,0.231895964957
920,0.630580994706,-0.05,0.05,-0,-0.0025,-0.0025,0.630580994706
921,0.450734671511,-0.05,0.15,-0.0323446999668,-0.0168600676473,-0.108798596925,0.630580994706
922,0.630580994706,-0.15,0.05,-0,-0.0225,-0.0025,0.630580994706
923,0.451445250731,-0.15,0.15,-0.0320896147693,-0.000848891576946,-0.108330337962,0.630580994706
924,0.698601829796,-0.05,0.05,-0,-0.0025,-0.0025,0.698601829796
925,0.451627997857,-0.05,0.15,-0.0609960736624,-0.0387986904686,-0.157588223244,0.698601829796
926,0.698601829796,-0.15,0.05,-0,-0.0225,-0.0025,0.698601829796
927,0.449376714403,-0.15,0.15,-0.0621131581427,-0.00984562352477,-0.159380692761,0.698601829796
928,0.449842593168,-0.05,0.05,-0.00217458940302,-1.13401034222e-05,-0.00933783870262,0.496475086164
929,0.450141857141,-0.05,0.15,-0.00214676811165,-1.34452094012e-05,-0.0385467368184,0.496475086164
930,0.449775863879,-0.15,0.05,-0.002180817362,-0.0106710506766,-0.00935073959047,0.496475086164
931,0.449991506013,-0.15,0.15,-0.00216072322367,-0.0107156491783,-0.038605797269,0.496475086164
932,0.243021175483,-0.05,0.05,-0,-0.0025,-0.0025,0.243021175483
933,0.243021175483,-0.05,0.15,-0,-0.0025,-0.0225,0.243021175483
934,0.448235342918,-0.15,0.05,-0.042112854516,-0.126177104747,-0.0240914377725,0.243021175483
935,0.450960112071,-0.15,0.15,-0.0432386013494,-0.128120282326,-0.00335692037296,0.243021175483
936,0.567895662689,-0.05,0.05,-0,-0.0025,-0.0025,0.567895662689
937,0.451143528398,-0.05,0.15,-0.0136310608615,-0.00445584743238,-0.0711567011487,0.567895662689
938,0.567895662689,-0.15,0.05,-0,-0.0225,-0.0025,0.567895662689
939,0.450066488223,-0.15,0.15,-0.0138837143554,-0.00103496201553,-0.0717324666952,0.567895662689
940,0.864038666065,-0.05,0.05,-0,-0.0025,-0.0025,0.864038666065
941,0.864038666065,-0.05,0.15,-0,-0.0025,-0.0225,0.864038666065
942,0.864038666065,-0.15,0.05,-0,-0.0225,-0.0025,0.864038666065
943,0.864038666065,-0.15,0.15,-0,-0.0225,-0.0225,0.864038666065
944,0.691137740497,-0.05,0.05,-0,-0.0025,-0.0025,0.691137740497
945,0.449814407889,-0.05,0.15,-0.0582369508611,-0.0366046176003,-0.153133950643,0.691137740497
946,0.691137740497,-0.15,0.05,-0,-0.0225,-0.0025,0.691137740497
947,0.450208584675,-0.15,0.15,-0.0580468581253,-0.00826811137857,-0.152825604872,0.691137740497
948,0.322575863001,-0.05,0.05,-0,-0.0025,-0.0025,0.322575863001
949,0.322575863001,-0.05,0.15,-0,-0.0025,-0.0225,0.322575863001
950,0.450259732632,-0.15,0.05,-0.0163031705641,-0.0771083314536,-0.00603478360094,0.322575863001
951,0.449043212592,-0.15,0.15,-0.0159939905126,-0.07643419539,-0.000553785635261,0.322575863001
952,0.275418810232,-0.05,0.05,-0,-0.0025,-0.0025,0.275418810232
953,0.275418810232,-0.05,0.15,-0,-0.0025,-0.0225,0.275418810232
954,0.4495795261,-0.15,0.05,-0.0303319549518,-0.105080169712,-0.015415883365,0.275418810232
955,0.450476687975,-0.15,0.15,-0.0306452605598,-0.105662623883,-0.000627897236978,0.275418810232
956,0.734561188727,-0.05,0.05,-0,-0.0025,-0.0025,0.734561188727
957,0.449472644573,-0.05,0.15,-0.0812754780077,-0.0552666235924,-0.189302041254,0.734561188727
958,0.734561188727,-0.15,0.05,-0,-0.0225,-0.0025,0.734561188727
959,0.449667344862,-0.15,0.15,-0.0811645022721,-0.0181963491126,-0.189132655432,0.734561188727
960,0.0586679259669,-0.05,0.05,-0,-0.0025,-0.0025,0.0586679259669
961,0.0586679259669,-0.05,0.15,-0,-0.0025,-0.0225,0.0586679259669
962,0.0586679259669,-0.15,0.05,-0,-0.0225,-0.0025,0.0586679259669
963,0.0586679259669,-0.15,0.15,-0,-0.0225,-0.0225,0.0586679259669
964,0.621092888397,-0.05,0.05,-0,-0.0025,-0.0025,0.621092888397
965,0.449714525532,-0.05,0.15,-0.0293705432585,-0.0147327069719,-0.103284052118,0.621092888397
966,0.621092888397,-0.15,0.05,-0,-0.0225,-0.0025,0.621092888397
967,0.448820111308,-0.15,0.15,-0.0296779097261,-0.00049607659928,-0.103859742853,0.621092888397
968,0.120846481173,-0.05,0.05,-0,-0.0025,-0.0025,0.120846481173
969,0.120846481173,-0.05,0.15,-0,-0.0025,-0.0225,0.120846481173
970,0.120846481173,-0.15,0.05,-0,-0.0225,-0.0025,0.120846481173
971,0.120846481173,-0.15,0.15,-0,-0.0225,-0.0225,0.120846481173
972,0.0719615592278,-0.05,0.05,-0,-0.0025,-0.0025,0.0719615592278
