,Alpha,Guarantee,Signaler1,Signaler2,Upm,Us1,Us2,Xreal
2040,0.7187877289141532,0.8000675658945839,-0.05,0.05,-0.006606411899565395,-0.017234395597608466,-0.0009784282015223218,0.08127983698043073
2041,0.7187877289141532,0.7994628694552655,-0.05,0.15,-0.006508478301328212,-0.017075992355439433,-0.004805936138994538,0.08067514054111224
2042,0.7187877289141532,0.800455248664872,-0.15,0.05,-0.0066695837822340525,-0.0536698397074497,-0.0010028318071621679,0.08166751975071884
2043,0.7187877289141532,0.7999269870064809,-0.15,0.15,-0.006583579203773365,-0.05342535663147167,-0.004741801776075056,0.08113925809232769
2044,0.8562287277134942,0.8001958477248682,-0.05,0.05,-0.0031396836398197695,-3.6395640957164615e-05,-0.011242971638682375,-0.05603287998862605
2045,0.8562287277134942,0.7999978256082834,-0.05,0.15,-0.0031619143515658078,-3.8824141044721183e-05,-0.042531184983129064,-0.05623090210521087
2046,0.8562287277134942,0.7998101871052373,-0.15,0.05,-0.0031830517243655334,-0.008757489541888461,-0.011324905785191224,-0.056418540608256906
2047,0.8562287277134942,0.8002638902391699,-0.15,0.15,-0.003132063033527539,-0.008842611791230234,-0.04242151427582484,-0.05596483747432435
2048,0.7848249778163382,0.7997364904402428,-0.05,0.05,-0.0002223532087328649,-0.004213504471123321,-0.0012312019463424095,0.014911512623904555
2049,0.7848249778163382,0.8001154926637075,-0.05,0.15,-0.0002337998442976216,-0.004262851329034554,-0.018146645390086823,0.015290514847369319
2050,0.7848249778163382,0.8006187736709748,-0.15,0.05,-0.0002494439874979357,-0.02748758274388891,-0.0011700644020342776,0.015793795854636583
2051,0.7848249778163382,0.8002378622627279,-0.15,0.15,-0.00023755700695776038,-0.027361422340874658,-0.01811369167304086,0.015412884446389663
2052,0.7985986622950386,0.7998769797782915,-0.05,0.05,-1.6340955879900563e-06,-0.0026294658439132814,-0.0023738023472626994,0.001278317483252911
2053,0.7985986622950386,0.7997656065082757,-0.05,0.15,-1.3617587968074194e-06,-0.002618056180120512,-0.022151278494825694,0.0011669442132370422
